Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
38,34958,609,Employed,High School,14,32416,48,Widowed,1,Own,312,0.5053479008991859,3,0,0.485023031233573,0,Education,0,19,5,334,460,50685,71307,2913.1666666666665,0.6279602257254421,5,4229,0.222916,0.1783328,949.3982800163188,0.432999009102232,0,57.0
59,60374,622,Employed,Associate,38,27168,36,Married,0,Mortgage,268,0.2424741610187319,3,1,0.3265270907104634,0,Education,0,21,29,1623,363,60727,49533,5031.166666666667,0.8353742155873427,7,11194,0.201168,0.1913223210277425,997.68803502316,0.2515694905137629,0,51.0
52,130772,599,Employed,Associate,31,39943,84,Divorced,4,Other,826,0.3042437369013769,2,4,0.4338138172414682,0,Debt Consolidation,0,24,10,7862,355,64751,47444,10897.666666666666,0.5260080524367664,8,17307,0.265443,0.2799140058222548,1088.6464473228525,0.1756932475443843,0,54.0
53,92544,550,Employed,Bachelor,30,19389,24,Widowed,3,Mortgage,629,0.3301116389116969,5,0,0.0762733771322595,0,Education,0,13,2,2718,1706,37069,51432,7712.0,0.8898817687720415,4,8464,0.2193889999999999,0.2511015608695043,1035.8923320687445,0.2158833418138932,0,53.0
45,65222,586,Employed,Bachelor,20,18698,96,Married,5,Own,760,0.7912352289652577,2,1,0.1853203242106745,0,Other,0,20,28,1472,85,33105,4564,5435.166666666667,0.8519477494310087,3,28541,0.260698,0.2390108226737292,438.4362579728327,0.220496689700929,1,41.6
41,75035,575,Employed,High School,20,23659,48,Single,2,Own,200,0.0734477318783012,2,0,0.3312875459442048,0,Other,0,17,15,2418,437,241854,38034,6252.916666666667,0.9730570580759688,2,203820,0.231159,0.2628191501389962,801.4748049374157,0.1601612268841072,0,49.0
44,40437,578,Employed,Bachelor,26,13191,60,Single,1,Other,386,0.6169374759011258,0,1,0.3807562777805912,0,Education,0,21,29,1992,812,19914,6686,3369.75,0.925080004182378,6,13228,0.229191,0.2377968485224962,377.7932590187158,0.2266616986478866,0,57.0
63,45200,556,Employed,Master,43,10605,60,Single,3,Own,1024,0.1461118359738846,5,0,0.2436333750672456,1,Home,0,19,18,4710,2399,211035,13639,3766.6666666666665,0.8086900624073852,6,197396,0.237605,0.2480031429680521,310.03049693469364,0.3541673885667328,0,60.0
41,45234,480,Employed,Associate,17,14243,48,Married,0,Rent,387,0.441534513601882,0,1,0.0467834527054226,0,Other,0,28,29,8347,917,107731,31737,3769.5,0.9433095205632052,3,75994,0.269243,0.2558959641715509,476.9527657149012,0.2291955871375251,1,40.0
31,39034,539,Unemployed,Master,11,22674,96,Married,1,Mortgage,371,0.1092651347479199,4,3,0.1845939285611869,0,Auto,0,24,10,1972,2990,36001,149853,3252.833333333333,0.9157543331047612,1,7162,0.288174,0.2737164421469044,584.2173104142765,0.2936570099136987,0,53.0
32,73598,588,Self-Employed,High School,6,13715,24,Married,2,Rent,735,0.295438212487834,4,1,0.5363826381512979,0,Education,0,25,19,660,1607,88699,15635,6133.166666666667,0.8420275071257006,6,73064,0.194715,0.219735671110988,711.3298773606666,0.2358210620985352,0,59.0
37,64199,518,Self-Employed,Bachelor,12,23712,36,Married,4,Mortgage,371,0.1620699541422959,6,0,0.2812383169362925,0,Home,0,23,2,1010,490,210557,9818,5349.916666666667,0.4687335689066529,3,200739,0.249712,0.2834763811246948,985.2721883964956,0.253512769058053,0,54.0
44,15000,565,Unemployed,High School,24,34306,60,Single,0,Rent,289,0.0947227656593683,3,2,0.5387931570671806,1,Home,0,14,12,3903,1532,145336,5614,1250.0,0.5407571902587599,5,139722,0.256806,0.2166392102837508,940.950737915948,0.9839605903327584,0,70.0
30,82222,616,Employed,Master,8,23887,84,Divorced,4,Rent,197,0.2991785448158992,2,0,0.1998560590777335,0,Debt Consolidation,0,27,17,8378,1559,84962,34730,6851.833333333333,0.6048827401401357,8,50232,0.240887,0.2190923074286723,558.2373762086083,0.1102241311875568,1,35.2
37,53405,474,Employed,Master,15,29872,36,Married,2,Mortgage,762,0.5140696714682039,2,2,0.2433375906015686,0,Education,0,20,20,1207,984,168129,39697,4450.416666666667,0.9483160546411532,7,128432,0.277872,0.2645509843737894,1210.8150345087183,0.4432877148975679,0,49.0
29,24028,581,Self-Employed,Associate,2,42111,96,Divorced,0,Rent,500,0.0590787168881597,3,1,0.0332772071498247,0,Debt Consolidation,0,28,25,3492,7358,66307,36472,2002.3333333333333,0.7689682360691991,8,29835,0.286611,0.2894099131629081,1130.328060061647,0.8142141135649977,0,54.0
37,15000,593,Employed,Bachelor,14,8827,36,Widowed,1,Mortgage,754,0.4219617181703182,2,1,0.2111919686336205,0,Auto,0,23,25,908,1367,229756,1794,1250.0,0.957833353083342,3,227962,0.197327,0.2172809178319027,335.86673556012096,0.8718933884480968,0,51.0
54,30143,624,Employed,High School,33,44840,48,Married,4,Mortgage,262,0.3050037367377532,5,1,0.4193006556057201,0,Debt Consolidation,0,15,8,3387,22501,69128,79363,2511.9166666666665,0.6161658165526339,4,9793,0.22784,0.2524003822147492,1492.7750981252575,0.6985801405800051,0,55.0
24,25620,583,Employed,Master,3,21177,36,Single,1,Own,399,0.0507651162783183,4,1,0.0415148131971239,0,Auto,1,24,28,3063,724,36472,12933,2135.0,0.566689722245538,8,23539,0.214677,0.2576124,850.5433264002561,0.5852661950352488,0,57.0
29,61805,618,Unemployed,Master,7,22175,60,Married,1,Mortgage,680,0.048785388361504,3,0,0.1279659999756402,0,Auto,0,22,8,7602,333,154661,5377,5150.416666666667,0.9898750374955312,4,149284,0.218175,0.2251360443980985,618.9424231099846,0.2522014250840517,0,46.0
36,47012,584,Employed,Bachelor,16,33135,36,Married,1,Mortgage,319,0.4964573902705362,3,0,0.3123099076982493,0,Other,0,18,26,4587,1393,33052,100215,3917.6666666666665,0.7504283688860135,9,3075,0.226135,0.2217580953848672,1268.4563354361233,0.4052045440575487,0,56.0
31,54792,433,Employed,High School,6,46563,84,Single,1,Mortgage,699,0.4091523130835178,2,0,0.3906567298803872,0,Home,0,24,3,2873,2922,29397,21367,4566.0,0.835099721221573,2,8030,0.355063,0.2999873910079527,1331.3354151973606,0.4446639104681035,0,58.0
30,44233,601,Employed,Associate,10,14039,36,Single,0,Mortgage,359,0.0250670479014415,4,0,0.2107669579216354,0,Education,1,27,27,2708,1257,739168,24820,3686.0833333333335,0.8189228488853945,4,714348,0.198539,0.1748776551195826,503.94328414368704,0.2341084577063333,1,37.6
55,73226,606,Employed,Bachelor,31,6779,36,Widowed,3,Mortgage,472,0.2004840230740044,5,3,0.2192168710748181,1,Auto,1,23,2,977,3277,197182,111431,6102.166666666667,0.6575778372207336,3,85751,0.188779,0.1922142598533147,249.2507386906945,0.1181958438845264,0,69.0
39,32573,577,Self-Employed,Associate,16,40036,84,Married,0,Mortgage,160,0.2534408371001144,3,2,0.1246507065070354,0,Other,0,39,11,4981,811,123070,23125,2714.4166666666665,0.5998741448750763,2,99945,0.276536,0.2547447113041859,1025.5537144588425,0.4367618755873302,0,52.0
35,101476,596,Unemployed,Bachelor,9,34281,60,Married,4,Rent,515,0.0336367611502783,4,2,0.1785381204099743,0,Home,1,21,25,8987,777,72850,28546,8456.333333333334,0.7921770872521271,3,44304,0.241281,0.2553314216073793,1016.9357974246528,0.1811583977403113,0,57.0
39,24412,624,Employed,Associate,18,20679,72,Married,3,Mortgage,294,0.0940767890419106,1,1,0.1218611906377341,0,Debt Consolidation,0,32,29,4158,1082,119369,87788,2034.3333333333333,0.8619992674770056,4,31581,0.223679,0.2136704700996542,511.8424604176948,0.3961211504592962,0,48.0
49,24262,597,Employed,High School,27,30582,72,Married,3,Rent,931,0.2985499140534471,2,2,0.2502147896761841,0,Auto,0,25,1,2461,719,74822,10698,2021.8333333333333,0.7450724568647161,8,64124,0.247082,0.2271200419117529,781.3849376939197,0.8469466347509289,0,56.0
63,35733,632,Employed,High School,40,14020,60,Divorced,4,Own,604,0.6930587869854863,1,0,0.2708040542160982,0,Home,0,23,29,2029,230,31763,119983,2977.75,0.9631512672365352,7,6567,0.20302,0.2108557966686367,379.9633496446706,0.3304385356879089,0,52.0
39,94037,596,Employed,Associate,18,6874,36,Married,4,Own,325,0.2506719888396329,3,3,0.2021438622152259,0,Education,0,26,9,6388,213,64790,15188,7836.416666666667,0.7824003906995666,2,49602,0.193874,0.1908582459496439,252.27186241759645,0.0736652843988127,1,41.6
18,25890,609,Employed,High School,0,11753,60,Married,1,Own,440,0.0248317592625749,4,2,0.1265462420234149,0,Home,0,27,2,5624,396,542344,91354,2157.5,0.7439784193238328,5,450990,0.2122529999999999,0.2108948002095616,318.5500084838254,0.3515874894478912,0,46.0
37,55566,520,Employed,Bachelor,14,30876,36,Married,0,Other,271,0.24815153751146,2,0,0.1658455014218204,0,Other,1,29,22,2111,850,70292,12567,4630.5,0.5872302912928967,5,57725,0.255876,0.2624025688555231,1247.968231487039,0.3280354673333417,0,54.0
44,68561,611,Employed,Associate,19,17165,72,Divorced,4,Mortgage,293,0.1933184074405749,1,0,0.099688929828651,0,Debt Consolidation,1,24,21,3484,1421,56992,8161,5713.416666666667,0.9526548685655464,9,48831,0.226665,0.2227394717729898,434.0855522495775,0.127259325666121,0,52.0
26,25686,522,Employed,Bachelor,5,11947,60,Married,3,Other,350,0.4703554423408492,2,2,0.3579410217648228,0,Other,1,20,20,11356,503,17806,79477,2140.5,0.9585182173695636,2,7064,0.255947,0.2491996123642498,350.09988253238544,0.3270730588798811,0,63.0
37,89910,602,Employed,High School,13,29665,12,Married,0,Rent,904,0.2393773273426259,1,0,0.6160911142185805,0,Home,0,15,15,2115,2170,284779,9744,7492.5,0.9274985655684432,7,275035,0.193665,0.1957588965577768,2741.984839019796,0.4866179297991052,0,48.0
50,111404,626,Employed,Bachelor,27,39759,36,Single,1,Rent,262,0.3716920509745753,7,1,0.520741090390475,0,Debt Consolidation,0,23,9,1938,1166,7042,51063,9283.666666666666,0.7735600356987398,6,6480,0.211759,0.1822175842779736,1441.809947738048,0.1835276953507646,1,44.0
28,41733,445,Employed,Master,4,22187,48,Single,0,Rent,252,0.3019948155211879,2,0,0.052052077143938,0,Home,0,22,23,1223,378,40445,23692,3477.75,0.8742673309719023,0,16753,0.294687,0.2745907516841573,766.4127405032258,0.2928366732810655,0,51.0
44,31169,631,Employed,Master,19,33283,36,Married,1,Mortgage,569,0.036299329887335,2,0,0.2582124139609223,0,Debt Consolidation,0,26,22,537,257,241652,23273,2597.4166666666665,0.9331260197377376,7,218379,0.202783,0.2038693851278458,1243.4872348637464,0.6978038056519285,0,45.0
57,39458,607,Employed,Master,38,11450,60,Single,3,Other,306,0.0932431419734902,1,2,0.0406682256103615,0,Home,0,21,22,2159,1533,72666,32613,3288.1666666666665,0.725790482727024,2,40053,0.2129499999999999,0.1871419485841043,295.2215775187558,0.1828440095855104,1,37.6
50,27771,504,Employed,High School,31,20211,48,Married,0,Mortgage,777,0.377551785109644,4,0,0.1604332536394395,0,Debt Consolidation,0,18,25,110,1712,42380,17178,2314.25,0.7130208783489315,2,25202,0.263211,0.2880610693869505,713.7503091354411,0.6441613089058835,0,52.0
48,30163,597,Employed,Bachelor,26,21877,24,Married,0,Own,321,0.2495550811567973,4,3,0.3190035803410991,0,Other,0,21,7,4334,717,135205,15712,2513.583333333333,0.7811661604892316,8,119493,0.198377,0.2210116867670858,1136.0316607495756,0.5796631611243878,0,52.0
30,33026,575,Employed,Master,6,27294,60,Married,3,Rent,292,0.0385063092803496,5,1,0.2589840955220331,0,Debt Consolidation,0,32,10,1244,1062,63433,49063,2752.1666666666665,0.9199289337003212,10,14370,0.244794,0.2345778875651761,776.6264611571274,0.3882855184971092,0,52.0
30,125028,542,Unemployed,Bachelor,8,31832,48,Married,5,Mortgage,816,0.257175404496849,2,1,0.6016017126715963,0,Auto,0,25,9,2851,2721,10128,12010,10419.0,0.8034060603331519,6,9526,0.255832,0.2198210987332784,1002.5923281952804,0.1745457652553297,1,48.0
48,27564,574,Employed,Bachelor,26,11251,84,Married,4,Mortgage,219,0.2431440721984675,3,1,0.3545274603677503,0,Debt Consolidation,0,18,14,1540,1612,38053,71558,2297.0,0.7678138591865219,7,1606,0.249251,0.2705603705067045,299.7361318304401,0.2258320121159948,0,56.0
32,125042,507,Employed,Bachelor,7,11010,12,Single,1,Rent,466,0.0833119905148241,2,1,0.6472342881679329,0,Home,0,33,14,5019,784,81989,6823,10420.166666666666,0.853461353205528,4,75166,0.22251,0.2492606557412323,1046.0416981287372,0.1451072469853717,1,42.400000000000006
64,99936,632,Employed,Bachelor,46,21252,72,Single,0,Rent,488,0.3948263128635353,7,0,0.5130379467464502,0,Debt Consolidation,0,26,14,6273,295,14478,14410,8328.0,0.9393363871051053,8,7818,0.220252,0.2176533262677233,531.0242254255801,0.1223612182307372,1,43.2
55,22163,572,Employed,High School,35,28194,48,Single,3,Mortgage,2240,0.5959970770642411,3,3,0.3138623202228249,0,Debt Consolidation,0,22,12,2434,368,85423,5297,1846.9166666666667,0.8871823215288553,4,80126,0.237194,0.2379626881832957,916.003552350896,1.7087958592343433,0,55.0
35,31459,444,Employed,Bachelor,17,40925,60,Married,1,Rent,328,0.1727985991485657,2,2,0.2503043501324027,0,Auto,0,25,16,2178,355,306468,3029,2621.583333333333,0.4434306218826079,6,303439,0.323925,0.3256157577422156,1389.169769029611,0.6550124679219088,0,46.0
27,24431,475,Self-Employed,Bachelor,4,30196,36,Widowed,1,Mortgage,664,0.0650907388736892,2,0,0.5296566535152217,0,Auto,0,13,17,4853,1121,51201,4961,2035.9166666666667,0.6595873896825306,4,46240,0.277696,0.2221568,1156.570853739155,0.8942266073787343,0,62.0
41,35150,549,Employed,Bachelor,19,13834,108,Married,2,Rent,167,0.0414503519843639,3,1,0.5096071290248726,0,Debt Consolidation,0,21,8,4640,451,48999,44287,2929.1666666666665,0.8711476117967886,5,4712,0.284334,0.2747772481253663,346.8501325236734,0.1754253652996893,0,59.0
39,55403,482,Employed,High School,14,31227,72,Married,0,Other,382,0.1679316139481583,2,1,0.0779916146475565,0,Home,0,22,27,5660,5571,89423,61496,4616.916666666667,0.8750095911043944,6,27927,0.305227,0.34326028506474,1028.199849806559,0.3054419110459489,0,49.0
31,121649,592,Employed,Doctorate,6,20567,24,Married,0,Own,377,0.2501820791564162,4,1,0.0118261347007935,0,Home,1,21,5,3445,1089,25164,5736,10137.416666666666,0.4013294898413094,9,19428,0.199567,0.2042541615794395,1051.0532328010272,0.1408695410041375,1,44.8
40,33835,622,Employed,High School,21,14432,36,Single,0,Mortgage,402,0.320135186732129,6,0,0.0690928053410854,0,Debt Consolidation,0,31,10,991,1392,38404,3258,2819.583333333333,0.6965318592312777,3,35146,0.188432,0.1816111180689087,522.918530597759,0.3280337628837921,0,48.0
39,74790,613,Employed,Bachelor,19,11487,84,Single,5,Own,325,0.2531940580303629,5,0,0.2042408232503183,0,Debt Consolidation,1,29,11,1605,8546,11318,19365,6232.5,0.8883136924825062,6,8291,0.229987,0.2170411926801759,266.99883088995875,0.0949857731070932,0,55.0
40,22841,604,Employed,High School,16,19488,24,Divorced,3,Rent,462,0.8534521433551152,1,0,0.1192498894590222,0,Home,0,24,5,3812,457,36149,67547,1903.4166666666667,0.6955963691585383,3,3636,0.192488,0.1562504782700224,950.705401658002,0.7421945107436636,0,54.0
45,32799,578,Employed,Bachelor,22,16635,60,Married,3,Rent,323,0.4122707895196921,0,1,0.0280436914337336,0,Home,0,19,9,669,260,16840,20325,2733.25,0.4847050492405282,2,5488,0.232635,0.2006320665793845,441.310998637302,0.2796345005532981,0,53.0
18,54723,528,Employed,High School,0,44289,12,Single,3,Mortgage,1208,0.2142546088589287,3,0,0.147525191120211,0,Home,0,23,1,1523,2662,42256,5391,4560.25,0.7806449668608241,4,36865,0.245289,0.2816937500598799,4277.824642793681,1.2029657678402896,0,54.0
18,17307,498,Employed,Associate,0,12979,60,Married,5,Mortgage,498,0.4031954956556437,5,1,0.6556272543426485,0,Debt Consolidation,0,22,7,3101,962,61357,69494,1442.25,0.9091305318054378,4,2067,0.2689789999999999,0.2590383638262098,387.858795261161,0.6142200001810789,0,62.0
50,82585,609,Employed,High School,31,15136,24,Married,4,Mortgage,200,0.0404223513642426,2,4,0.2542948219359505,0,Education,0,11,20,3992,2928,91117,36244,6882.083333333333,0.7909191718643659,5,54873,0.185636,0.2000493550994989,770.3953634967955,0.1410031405456384,1,36.0
40,83918,642,Employed,Doctorate,17,13485,48,Married,1,Own,202,0.2318814748799191,5,0,0.349361708765227,0,Auto,0,24,17,4549,506,39437,17799,6993.166666666667,0.7857810951834355,7,21638,0.187485,0.1786506747747754,395.1717010571692,0.0853936034305635,1,40.0
59,63236,569,Employed,Bachelor,35,15286,96,Divorced,3,Own,566,0.4654868584809447,1,2,0.2384531089957945,0,Education,0,22,6,5380,544,45239,5890,5269.666666666667,0.9570639616172586,3,39349,0.265786,0.2232492628506638,342.7961448853098,0.1724579944750413,0,55.0
45,40181,602,Employed,Associate,19,17153,36,Married,2,Rent,133,0.0371864530582099,3,0,0.1382397055457097,0,Auto,0,28,26,13544,449,19483,26495,3348.4166666666665,0.7365396057458072,3,10020,0.201153,0.2081478068031381,644.6103512201269,0.232232254414811,0,47.0
20,27566,501,Employed,Bachelor,0,34648,12,Married,1,Mortgage,506,0.3846104135199564,2,1,0.504624643575179,0,Home,0,26,9,2013,7421,53844,44670,2297.1666666666665,0.8605307856161415,4,9174,0.2491479999999999,0.2500900005738955,3293.2428807208944,1.6538821217677842,0,61.0
36,76509,630,Self-Employed,Master,15,17754,48,Married,3,Mortgage,435,0.053843081285924,3,0,0.0958701497981016,0,Debt Consolidation,0,25,22,2757,1233,32932,18193,6375.75,0.7783934993626062,7,14739,0.197754,0.2373048,576.1708196526799,0.1585963721370317,0,49.0
50,64805,550,Employed,Master,29,55573,72,Married,4,Mortgage,402,0.4232227778300016,4,1,0.3673309277691559,0,Education,1,21,6,6274,1870,254890,15647,5400.416666666667,0.936818545623085,7,239243,0.295573,0.2943883063593747,1651.8145448090015,0.3803066821650802,0,59.0
18,23423,570,Employed,Bachelor,0,52430,12,Married,4,Rent,215,0.8045085039124451,3,1,0.2999916190596574,0,Other,0,19,21,5012,4126,222980,23859,1951.9166666666667,0.8869481242898342,4,199121,0.23243,0.2286126983395449,4928.911885794866,2.6353132660008707,0,53.0
40,21133,616,Employed,High School,16,16703,72,Single,3,Rent,288,0.5072955295837553,2,1,0.4281584047794031,0,Home,0,27,4,5434,597,77859,8974,1761.0833333333333,0.8230931793003928,5,68885,0.223703,0.2331588456414037,432.82638982167776,0.409308506972987,0,57.0
38,71265,510,Employed,Master,17,34324,36,Married,0,Mortgage,354,0.2410196133384072,1,0,0.1226954767099992,0,Auto,0,27,19,1139,809,106201,31346,5938.75,0.8451138457335177,3,74855,0.264324,0.2478122331934894,1360.7478344394,0.2887388481480783,0,48.0
50,41181,536,Self-Employed,Associate,28,31641,36,Married,0,Other,398,0.2892504153799028,3,2,0.0870215822872176,0,Home,0,24,17,1516,1697,67678,68237,3431.75,0.7206072192310163,5,10142,0.248641,0.2570499300465091,1269.8683859291343,0.4860110398278238,0,54.0
51,44186,439,Employed,Associate,26,21353,48,Single,3,Own,427,0.4893822097582251,3,2,0.308979338747675,0,Debt Consolidation,0,35,3,1533,534,12967,20109,3682.1666666666665,0.3902216177235811,5,5596,0.296853,0.2790292021503669,743.0122189957,0.3177510213178021,0,59.0
34,21541,554,Employed,High School,11,45397,36,Married,1,Own,400,0.1752789667537432,1,0,0.3452808104196103,0,Auto,0,29,10,9460,516,48595,45188,1795.0833333333333,0.5823623253457718,3,3407,0.253397,0.2685948786434503,1849.9218231878908,1.2533801531152078,0,55.0
35,43520,593,Self-Employed,Bachelor,13,16954,96,Single,5,Rent,276,0.2435403661024829,4,0,0.0816678125788424,0,Education,0,32,18,3656,505,5314,45851,3626.6666666666665,0.7854867032107246,4,8353,0.255454,0.2153945619573185,371.6847324311614,0.1785895401924158,0,54.0
37,78022,568,Employed,High School,13,11489,36,Married,5,Mortgage,429,0.3603850941457234,2,2,0.1501174530744569,0,Home,0,16,23,3788,8560,27934,25808,6501.833333333333,0.8517379788822623,3,2126,0.2124889999999999,0.195457802615804,424.3180783826931,0.131242687198384,1,40.0
18,71446,497,Employed,Master,0,25012,36,Married,2,Own,151,0.2121753901017571,1,0,0.3369059489105994,1,Debt Consolidation,0,26,1,2430,713,9783,6958,5953.833333333333,0.8418222828392754,7,2825,0.2615119999999999,0.2517652575476453,996.8094311543022,0.1927849449073654,0,70.0
51,34417,548,Employed,High School,26,17403,24,Married,3,Own,294,0.1532521973149986,2,0,0.5164049695791176,0,Home,0,23,4,8973,1751,12314,11068,2868.083333333333,0.7656333348320102,8,1246,0.2184029999999999,0.2430049758881367,922.7278903147438,0.4242303130364914,0,61.0
24,79600,589,Unemployed,Bachelor,1,23973,96,Married,1,Other,546,0.2741116013597303,2,0,0.4809526946215633,0,Debt Consolidation,0,24,1,12716,1118,13834,41143,6633.333333333333,0.7552168526744251,4,5328,0.264473,0.251853584624162,582.4416351465278,0.1701168294190745,0,63.0
62,29688,641,Employed,Master,44,23859,72,Married,0,Rent,433,0.2025175438031488,3,1,0.2847108742862159,0,Debt Consolidation,0,26,12,19217,1463,28321,48694,2474.0,0.8154835625069451,5,2630,0.218359,0.1868381670003412,553.4347030863902,0.3987205752168109,0,51.0
55,101142,607,Self-Employed,Bachelor,31,35900,72,Divorced,1,Mortgage,478,0.0518488440810746,2,0,0.3686123804849151,0,Home,0,29,11,1958,1273,30785,204663,8428.5,0.8821308110208415,3,6442,0.2474,0.2612729203377448,992.025217343306,0.1744112496106431,0,52.0
18,30794,381,Self-Employed,Doctorate,0,19868,48,Married,4,Mortgage,378,0.4232932478490738,2,3,0.2704457012326646,0,Other,0,32,18,1809,1091,263752,3448,2566.1666666666665,0.8175936103754219,4,260304,0.3243679999999999,0.3459233633593722,769.394245544106,0.447123821086227,0,51.0
56,81914,599,Employed,High School,33,10675,24,Widowed,1,Rent,666,0.2152898866315343,4,0,0.5572119969478705,0,Debt Consolidation,0,19,26,10603,2648,25409,60867,6826.166666666667,0.8302733812856409,4,10861,0.1861749999999999,0.2047338700409634,545.7845574164118,0.1775205055179449,1,45.6
42,84242,603,Employed,High School,18,24333,84,Single,2,Rent,242,0.3879292867537005,4,0,0.1809887947349224,0,Education,0,18,8,6648,877,12001,93983,7020.166666666667,0.9032432107979892,6,4740,0.247833,0.2694611655674389,646.5047460106134,0.1265646227787488,0,47.0
46,33832,625,Employed,Associate,20,19835,60,Single,2,Rent,212,0.5070747527413042,4,0,0.0947582389163966,0,Debt Consolidation,0,18,10,55767,1674,57441,27008,2819.333333333333,0.6556617552189548,5,30433,0.212335,0.2370733072954437,567.248088556471,0.2763944508949412,0,49.0
40,50617,595,Employed,Associate,18,21128,84,Single,1,Other,251,0.2357109324918641,1,2,0.2438358591478545,0,Auto,0,21,15,1088,2308,43704,3508,4218.083333333333,0.7339700057223285,0,40196,0.248628,0.2412858487651905,523.0694654521528,0.1835121319996411,0,52.0
45,48650,594,Employed,High School,22,10153,96,Widowed,5,Rent,944,0.078013227287031,2,2,0.6241975398700416,0,Debt Consolidation,0,21,18,1685,3064,133909,37585,4054.1666666666665,0.8218817863103621,4,96324,0.248153,0.2094757729292044,218.7757410056438,0.2868100491689152,0,56.0
30,76303,502,Employed,Bachelor,8,7356,84,Married,1,Rent,176,0.0727177478886948,3,0,0.203047061014801,0,Auto,0,23,7,1895,2265,21508,6284,3287.9166666666665,0.7569308380466624,4,15224,0.281356,0.2892283543120963,205.0283266671602,0.1158874647067779,0,52.0
64,20769,651,Employed,Bachelor,45,10913,36,Single,2,Rent,388,0.2263455775960774,7,1,0.3124076209529089,0,Other,0,19,20,2815,570,54487,6137,1730.75,0.8335741870138849,7,48350,0.170413,0.1437648290447417,374.9790704903798,0.4408372500305531,0,50.0
45,27717,595,Employed,Associate,22,21716,36,Married,1,Rent,679,0.4609242951028891,6,0,0.0425519050226453,0,Debt Consolidation,1,23,3,15176,2192,49065,40605,2309.75,0.4439118291355959,4,8460,0.2092159999999999,0.2336878047317189,844.800035413937,0.6597250938040642,0,62.0
20,42799,565,Employed,Bachelor,0,40683,72,Single,2,Own,486,0.1277528231326702,5,1,0.4079083749342871,0,Education,0,26,13,12826,1259,131943,157452,3566.583333333333,0.850248737336848,7,9448,0.2731829999999999,0.3047268704652098,1236.3381025737929,0.4829098163715393,0,56.0
66,47088,475,Employed,Bachelor,40,22865,12,Divorced,0,Rent,489,0.3339444845995768,1,0,0.3241205814823818,0,Home,0,21,11,7611,1079,152278,56712,3924.0,0.8518192100262006,5,95566,0.250365,0.271500595097312,2197.112352655993,0.6845342386992846,0,53.0
36,53155,528,Employed,High School,13,7313,60,Married,4,Mortgage,413,0.1111872120104466,1,0,0.2984363330115721,0,Education,0,34,2,7228,608,389851,4312,4429.583333333333,0.7152962671870734,5,385539,0.248313,0.2510206532227567,215.08403805636408,0.1417930290034121,1,39.2
33,50671,563,Employed,Associate,12,22638,36,Divorced,0,Own,190,0.1437358246692006,2,1,0.321572288671816,0,Home,0,23,22,13929,839,128828,10366,4222.583333333333,0.936829477031875,5,118462,0.2261379999999999,0.2434315853717117,892.2372894703211,0.2562974378568383,0,49.0
43,27349,568,Employed,High School,24,6914,48,Married,0,Rent,375,0.1233701053373404,6,0,0.1124192430719911,0,Debt Consolidation,0,25,18,2578,1315,53479,4611,2279.083333333333,0.620733767824361,5,48868,0.217914,0.2427579523042836,226.46455909795003,0.2639063479167575,0,51.0
35,26326,593,Employed,Associate,15,46948,72,Married,0,Rent,301,0.0834786264596233,1,1,0.2372796111496437,0,Home,0,26,2,1537,244,151281,11348,2193.833333333333,0.884985645468742,4,139933,0.265448,0.2803919821582941,1353.585940834574,0.7541985599792936,0,53.0
34,36604,567,Employed,High School,11,13087,60,Single,1,Own,203,0.2532459453648408,2,0,0.2889747638592623,0,Auto,0,24,2,721,1259,30218,5402,3050.333333333333,0.9383910277398092,6,24816,0.234587,0.1876696,337.80808559123074,0.1772947499479502,0,57.0
52,85884,643,Employed,Bachelor,33,27777,120,Married,0,Mortgage,189,0.2793627024267284,3,0,0.4648777645532796,0,Other,0,22,17,2177,595,85847,9121,7157.0,0.8318288406347969,9,76726,0.261277,0.2644062547797125,660.3323321916965,0.1186715568243253,0,50.0
47,79624,537,Employed,Bachelor,23,22045,72,Single,1,Rent,340,0.2168215769419704,2,2,0.3193250137275568,0,Debt Consolidation,0,22,18,10562,111,88990,71384,6635.333333333333,0.961475810306156,5,17606,0.268545,0.3101628947005061,677.7154823740043,0.15337819989561,0,54.0
45,89809,531,Employed,Master,22,13302,36,Single,0,Rent,143,0.2395251006513598,5,1,0.0261797685407694,0,Home,0,24,11,2908,1234,23758,42754,7484.083333333333,0.7908671498966117,7,7903,0.232802,0.2364987349658761,519.433155018997,0.0885122633614444,1,39.2
21,33371,518,Employed,Master,0,38869,60,Divorced,1,Rent,495,0.3385671791494842,5,1,0.3279665918267976,0,Other,0,31,23,5027,723,29559,18106,2780.9166666666665,0.4474569509395821,9,11453,0.284869,0.2820374751316654,1215.000380274667,0.6149052939167541,0,55.0
